"idsai_to_pdl","num_bdl","data_caricamento","codice_articolo","descrizione_articolo","part_program","note","part_program5"
4133,"24116680156","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4134,"24116680157","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4135,"24116680158","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4136,"24116680159","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4137,"24116680160","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4138,"24116680161","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4139,"24116680162","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4140,"24116680163","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4141,"24116680164","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4142,"24116680165","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4143,"24116680166","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4144,"24116680167","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4145,"24116680168","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4146,"24116680169","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4147,"24116680170","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4148,"24116680171","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4149,"24116680172","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4150,"24116680173","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4151,"24116680174","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4152,"24116680175","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4153,"24116680176","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4154,"24116680177","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4155,"24116680178","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4156,"24116680179","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4157,"24116680180","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4158,"24116680181","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4159,"24116680182","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4160,"24116680183","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4161,"24116680184","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4162,"24116680185","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4163,"24116680186","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4164,"24116680187","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4165,"24116680188","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4166,"24116680189","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4167,"24116680190","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4168,"24116680191","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4169,"24116680192","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4170,"24116680193","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4171,"24116680194","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4172,"24116680195","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4173,"24116680196","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4174,"24116680197","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4175,"24116680198","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4176,"24116680199","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4177,"24116680200","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4178,"24116680201","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4179,"24116680202","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4180,"24116680203","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4181,"24116680204","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4182,"24116680205","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4183,"24116680206","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4184,"24116680207","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4185,"24116680208","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4186,"24116680209","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4187,"24116680210","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4188,"24116680211","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4189,"24116680212","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4190,"24116680213","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4191,"24116680214","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4192,"24116680215","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4193,"24116680216","2023-03-24 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
4194,"24127920001","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4195,"24127920002","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4196,"24127920003","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4197,"24127920004","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4198,"24127920005","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4199,"24127920006","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4200,"24127920007","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4201,"24127920008","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4202,"24127920009","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4203,"24127920010","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4204,"24127920011","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4205,"24127920012","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4206,"24127920013","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4207,"24127920014","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4208,"24127920015","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4209,"24127920016","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4210,"24127920017","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4211,"24127920018","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4212,"24127920019","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4213,"24127920020","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4214,"24127920021","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4215,"24127920022","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4216,"24127920023","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4217,"24127920024","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4218,"24127920025","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4219,"24127920026","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4220,"24127920027","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4221,"24127920028","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4222,"24127920029","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4223,"24127920030","2023-03-28 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4224,"24149370001","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4225,"24149370002","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4226,"24149370003","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4227,"24149370004","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4228,"24149370005","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4229,"24149370006","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4230,"24149370007","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4231,"24149370008","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4232,"24149370009","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4233,"24149370010","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4234,"24149370011","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4235,"24149370012","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4236,"24149370013","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4237,"24149370014","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4238,"24149370015","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4239,"24149370016","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4240,"24149370017","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4241,"24149370018","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4242,"24149370019","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4243,"24149370020","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4244,"24149370021","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4245,"24149370022","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4246,"24149370023","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4247,"24149370024","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4248,"24149370025","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4249,"24149370026","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4250,"24149370027","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4251,"24149370028","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4252,"24149370029","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4253,"24149370030","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4254,"24149370031","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4255,"24149370032","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4256,"24149370033","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4257,"24149370034","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4258,"24149370035","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4259,"24149370036","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4260,"24149370037","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4261,"24149370038","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4262,"24149370039","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4263,"24149370040","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4264,"24149370041","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4265,"24149370042","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4266,"24149370043","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4267,"24149370044","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4268,"24149370045","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4269,"24149370046","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4270,"24149370047","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4271,"24149370048","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4272,"24149370049","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4273,"24149370050","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4274,"24149370051","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4275,"24149370052","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4276,"24149370053","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4277,"24149370054","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4278,"24149370055","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4279,"24149370056","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4280,"24149370057","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4281,"24149370058","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4282,"24149370059","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4283,"24149370060","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4284,"24149370061","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4285,"24149370062","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4286,"24149370063","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4287,"24149370064","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4288,"24149370065","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4289,"24149370066","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4290,"24149370067","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4291,"24149370068","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4292,"24149370069","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4293,"24149370070","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4294,"24149370071","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4295,"24149370072","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4296,"24149370073","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4297,"24149370074","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4298,"24149370075","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4299,"24149370076","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4300,"24149370077","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4301,"24149370078","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4302,"24149370079","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4303,"24149370080","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4304,"24149370081","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4305,"24149370082","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4306,"24149370083","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4307,"24149370084","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4308,"24149370085","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4309,"24149370086","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4310,"24149370087","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4311,"24149370088","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4312,"24149370089","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4313,"24149370090","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4314,"24149370091","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4315,"24149370092","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4316,"24149370093","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4317,"24149370094","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4318,"24149370095","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4319,"24149370096","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4320,"24149370097","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4321,"24149370098","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4322,"24149370099","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4323,"24149370100","2023-03-31 00:00:00",EM-M270050G16PFCA,"MUT7000 DN50, 8pins CONNEC.","1",,"0"
4324,"24174040001","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4325,"24174040002","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4326,"24174040003","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4327,"24174040004","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4328,"24174040005","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4329,"24174040006","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4330,"24174040007","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4331,"24174040008","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4332,"24174040009","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4333,"24174040010","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4334,"24174040011","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4335,"24174040012","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4336,"24174040013","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4337,"24174040014","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4338,"24174040015","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4339,"24174040016","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4340,"24174040017","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4341,"24174040018","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4342,"24174040019","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4343,"24174040020","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4344,"24174040021","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4345,"24174040022","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
4346,"24174040023","2023-04-05 00:00:00",EM-M270080G16PFCA,MUT7000 ASSEMBLED DN80 GROOVED PN16 PL A316 8pins CONNEC.,"1",,"0"
